filename,Reentrancy,Integer_Overflow_Underflow,Access_Control,Timestamp_Dependence,Transaction_Ordering_Dependence_Front_Running,tx_origin,Unchecked_Low_Level_Calls
CodeSmell_OriginalFiles/0x7a8bbfcccb6b80579d5965aa8d4a4b2294ac166e.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x7acbc0b5c51027dc659a19f257bb3e462309b626.sol,['Slither'],['Oyente'],[],[],[],[],[]
CodeSmell_OriginalFiles/0x7c32DB0645A259FaE61353c1f891151A2e7f8c1e.sol,[],"['Osiris', 'Oyente']",[],[],[],[],[]
CodeSmell_OriginalFiles/0x7c8b63c4cf7a6009e06dc78d9a8352cd0541556f.sol,[],"['Osiris', 'Oyente']",[],"['Osiris', 'Oyente', 'Slither']",[],[],[]
CodeSmell_OriginalFiles/0x7da82c7ab4771ff031b66538d2fb9b0b047f6cf9.sol,[],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x7da90089a73edd14c75b0c827cb54f4248d47ecc.sol,"['Osiris', 'Slither']",[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x7ee41a4c66e92fe28abd5bde30ad644a2dc8b15f.sol,[],"['Osiris', 'Oyente']",[],"['Osiris', 'Oyente']",[],[],[]
CodeSmell_OriginalFiles/0x7f0c38d5e951c47d96d3ec96e3127c73ed4b278e.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x8015302bc5163b9fdaf03c1c952cbe5d21dc6d4b.sol,[],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x80a92535c95d0e6cebece256df3c1b540c60dccb.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x827d41446a2cb012d3011b94f525d6c46b32866d.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x828bE8eA7bbbe246216e7017b35057F64cf6449a.sol,[],['Oyente'],[],[],[],[],[]
CodeSmell_OriginalFiles/0x833ede3050c27d88e5da6922a312e3fdc15be29b.sol,['Slither'],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0x836175e10c294d76fb44135d666b3eb76a62e0f0.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x83b7EEb4D6eC1289578186f1da64A876DC71FCbb.sol,[],"['Osiris', 'Oyente']",[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x83c54a35e72ae07c46fc8f8f172a13ba19ac3bed.sol,[],['Osiris'],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x87d1ccf428832015d6108520d6d0909013753a62.sol,['Slither'],['Osiris'],[],['Osiris'],[],[],[]
CodeSmell_OriginalFiles/0x89064da61e06c0e2035b5c8601c759ba60acb94d.sol,[],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x895d55ce51760ca614b5b446a504c4a49e2d26e8.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x899f9a0440face1397a1ee1e3f6bf3580a6633d1.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x89c0afcd1bdbb91675b9fca14519738d5286b61e.sol,[],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x8BF1E43e3Ca6f5c25C380803154aE687D682Ad32.sol,[],"['Osiris', 'Oyente']",[],[],[],[],[]
CodeSmell_OriginalFiles/0x8a8ca863f73992fcc43dd64c7261ba9dcc8e2181.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x8b34fbc553db3462ad4909f2e5577cc22f63c216.sol,['Slither'],['Osiris'],[],['Oyente'],[],[],[]
CodeSmell_OriginalFiles/0x8b7d07b6ffB9364e97B89cEA8b84F94249bE459F.sol,[],['Osiris'],[],['Osiris'],[],[],[]
CodeSmell_OriginalFiles/0x8c628caaff01b61140f5576292bf57154e119b0b.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x8cd8baa410e9172b949f2c4433d3b5905f8606ff.sol,[],"['Osiris', 'Oyente']",[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x8d12a197cb00d4747a1fe03395095ce2a5cc6819.sol,['Slither'],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x8d2AAE6a7EB63Ba89c36e82385f096d41074Cd87.sol,['Slither'],['Osiris'],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x8d44d6b4ea99c865df1545a2dcb3aa445ba484bc.sol,[],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x8d80de8a78198396329dfa769ad54d24bf90e7aa.sol,"['Osiris', 'Slither']","['Osiris', 'Oyente']",[],['Osiris'],[],[],['Slither']
CodeSmell_OriginalFiles/0x8eb24319393716668d768dcec29356ae9cffe285.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x8eee81d817c9548615d69c485074b55df487ab95.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x8f199d74d89b977d3f0684f0572bc66b16120ed8.sol,['Slither'],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x8f1e7E18c96C4B75D12CBcA93613Dfebd16eb0E1.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x8ff920020c8ad673661c8117f2855c384758c572.sol,[],"['Osiris', 'Oyente']",[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x901f47957338bf52b6a45ef67a3de09346c3fa29.sol,[],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x904764ffe5A90F12282995b5674055c15093AEeA.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x91BD62e48282eA188998D04570eD8a3e237d3A6A.sol,[],['Oyente'],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x91a57b2f6fa86b373bce5716eb26c81cbb004223.sol,[],"['Osiris', 'Oyente']",[],[],[],[],[]
CodeSmell_OriginalFiles/0x92cB5F1FbabbcbDd891B9Cbd8E9a056c8c1eEbEF.sol,['Slither'],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x93519cc1a51ac56cf2daa8aaafcd4073f49a19d8.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x93d812bf90a575d628e246b0966505a9e466f534.sol,['Slither'],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x942ffef843d37805c59f30fabb99b46aad135288.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x94add786881a945e68f3dfd1478f586ba36769b5.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x97282A7a15f9bEaDC854E8793AAe43B089F14b4e.sol,"['Osiris', 'Slither']",['Osiris'],[],['Osiris'],[],[],['Slither']
CodeSmell_OriginalFiles/0x97ec9bfb0f6672c358620615a1e4de0348aea05c.sol,[],['Oyente'],[],[],[],[],[]
CodeSmell_OriginalFiles/0x98f62d8ad5a884c8bbcf262591dff55dab263b80.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x995020804986274763df9deb0296b754f2659ca1.sol,[],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0x99892ac6da1b3851167cb959fe945926bca89f09.sol,[],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x9AcA6aBFe63A5ae0Dc6258cefB65207eC990Aa4D.sol,[],"['Osiris', 'Oyente']",[],[],[],[],[]
CodeSmell_OriginalFiles/0x9BD8f4736877567E267ee445209a0b2aAFc01402.sol,[],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0x9DA53246714bf10010Aee31ffDb9cf8caB8c6813.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x9EA80e204045329Ba752D03C395F82A12799f13d.sol,[],['Osiris'],[],['Osiris'],[],[],[]
CodeSmell_OriginalFiles/0x9Ea7BA960A2668Df52eE0389C4617D48853b7006.sol,[],"['Osiris', 'Oyente']",[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x9a4ee79ab5ef423162873d3df22047b392492e58.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x9ae98746EB8a0aeEe5fF2b6B15875313a986f103.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x9b0f6a5a667cb92af0cd15dbe90e764e32f69e77.sol,['Slither'],"['Osiris', 'Oyente']",[],['Osiris'],[],[],[]
CodeSmell_OriginalFiles/0x9b2e81b42907e2bbd2bd76e36ba8ce1911db537e.sol,['Slither'],['Oyente'],[],['Oyente'],[],[],[]
CodeSmell_OriginalFiles/0x9b6BAA7DE8751328E8e0a8b872Ff8d36539b313D.sol,['Slither'],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x9b8c435196c8398ff021f375535cf04e3459b15c.sol,['Slither'],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x9bbb9387c9e2477a6b5d81afece00255875c48ce.sol,['Slither'],['Oyente'],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x9c099997100fe55041b2028332A027ad7004AAc4.sol,['Slither'],['Osiris'],[],['Osiris'],[],[],[]
CodeSmell_OriginalFiles/0x9ce6a4dbf61c13e23edf47b41e7a2ba9e525d765.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x9de550274af9c3d4d3e9713f828bd58bd5686b5a.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0x9e46a38f5daabe8683e10793b06749eef7d733d1.sol,[],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0x9f00f10e226ec430e888d6311e3f65e62093a9ac.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xA5d1e58ECe1fC438d64E65769d2ab730143a4Caf.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xA97fF44CFf7101FaC76aF172F088f400F28cb4E9.sol,[],"['Osiris', 'Oyente']",[],[],[],[],[]
CodeSmell_OriginalFiles/0xACbfB851D69EF8Eca1453d82f38B590268ca46B1.sol,['Slither'],"['Osiris', 'Oyente']",[],"['Osiris', 'Oyente']",[],[],[]
CodeSmell_OriginalFiles/0xAd1aA68300588Aa5842751DDCAb2AFd4a69e9016.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xB71Cd8f21D5C21edcd113CA2807189ddcAf9DD44.sol,[],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xC16b542ff490e01fcc0DC58a60e1EFdc3e357cA6.sol,[],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xD0B56cbCD938AEAfb41915C09594eE88F3c5C41b.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xD9BaBaf28e492F90dC900506B28834316eDed9e6.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xDD9aE24a9E442Fd7af6Cd321400Cc8243458924F.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xDfC328c19C8De45ac0117f836646378c10e0CdA3.sol,['Slither'],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xE05CeDD2838E4e1d99B539D8C768D6EF2a10F729.sol,['Slither'],['Osiris'],[],['Osiris'],[],[],[]
CodeSmell_OriginalFiles/0xE5a04D98538231b0fAb9ABa60cd73cE4fF3039DF.sol,['Slither'],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xE691b7FF3c9fdDB8C2437412208EE4816ABa7258.sol,[],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xF05EbadcF22b4dfd49d7f3AB59fd22C9fC49AF6F.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xa01d9BAfA60fbd1967bacF74B76c7e464d0F7c92.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xa14c275277b788c20534066335e8bd3de77ffde4.sol,['Slither'],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xa1877c74562821ff59ffc0bc999e6a2e164f4d87.sol,['Slither'],"['Osiris', 'Oyente']",[],"['Osiris', 'Oyente']",[],[],[]
CodeSmell_OriginalFiles/0xa1c957c0210397d2d0296341627b74411756d476.sol,"['Osiris', 'Slither']","['Osiris', 'Oyente']",[],[],[],[],[]
CodeSmell_OriginalFiles/0xa2eb247c2bebbd233b455a6c798ceba81e3aa320.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xa33c4a314faa9684eeffa6ba334688001ea99bbc.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xa35e3e419ae0031460af1e7a1386cb8f0d7d0efb.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xa37adde3ba20a396338364e2ddb5e0897d11a91d.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xa42004629c80aa5f56186379c1185fbec0f65bf7.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xa549ef3164556b3fdba16680798032b993c2325b.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xa578acc0cb7875781b7880903f4594d13cfa8b98.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xa646e29877d52b9e2de457eca09c724ff16d0a2b.sol,[],"['Osiris', 'Oyente']",[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xa6a180ce6432a356fb15ede85f63e1e6ffd7afeb.sol,[],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xa723606e907bf84215d5785ea7f6cd93a0fbd121.sol,[],"['Osiris', 'Oyente']",[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xa7f598984f6a77da416efaaf6ff18f5f7b9eeab2.sol,[],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xa7fa7588cd7ebf3d0e128f07da7406dd74e241df.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xa87c3ec87eb802aad080df0adb331e504d327e5d.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xa8a4ff10d75a82aa8cd1055d30a66c925dc5b2fe.sol,['Slither'],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xa9ad24633c93ee78f4c2bf9b3e9128cbc0269717.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xaa6e94908c4b2d020ef5f92bca529db958df106f.sol,['Slither'],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xaac8253a42c213b6a9cdf4f25cd5de29d09b96f9.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xace518c4cb2b823c2ab2b12c709e71e11cfb8896.sol,[],['Osiris'],[],['Oyente'],[],[],[]
CodeSmell_OriginalFiles/0xad1ff4873633c9248130fbfe28d17e1bd5467cc4.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xadaac4cb430f4f4aa0d60741bc263f3dfec0790a.sol,['Osiris'],"['Osiris', 'Oyente']",[],[],[],[],[]
CodeSmell_OriginalFiles/0xadb41fcd3df9ff681680203a074271d3b3dae526.sol,['Slither'],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xae53aaff39f07cb48386ef33bc5fc72cc55d6f1c.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xaf7aea249098f2c2f50cc11d4000ccf798194373.sol,['Slither'],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xb00b5f9a21b79901d687d6d952319af767a116ca.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xb0bef286a13457b963c710fa7765961d09a27c63.sol,[],"['Osiris', 'Oyente']",[],[],[],[],[]
CodeSmell_OriginalFiles/0xb104df39250112eda59b27f5db7013c7ee132d50.sol,['Slither'],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xb1690c08e213a35ed9bab7b318de14420fb57d8c.sol,['Slither'],"['Osiris', 'Oyente']",[],['Osiris'],[],[],[]
CodeSmell_OriginalFiles/0xb28a3dd24036151c819c6d401f7a222d9aa3671b.sol,[],['Oyente'],[],"['Osiris', 'Oyente']",[],[],[]
CodeSmell_OriginalFiles/0xb375d24ffc46885c3bdd5ed275a248efe76a25c9.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xb3775fb83f7d12a36e0475abdd1fca35c091efbe.sol,[],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xb3aac808b10eb65b74b59deb4f1998b52327bd1a.sol,['Slither'],[],[],['Slither'],[],[],[]
CodeSmell_OriginalFiles/0xb3b33f59174f2ef62167770e4c9cabaa3879eb5d.sol,['Slither'],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xb47e3cd837dDF8e4c57F05d70Ab865de6e193BBB.sol,[],"['Osiris', 'Oyente']",[],[],[],[],[]
CodeSmell_OriginalFiles/0xb53613FA4ad09f00e41A91B7dFdfa3E98c76F4c0.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xb5fbae0361855617c58ef95a186889f0122e6642.sol,[],"['Osiris', 'Oyente']",[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xb694a9ee2eed5dc6d58599a25874abda504fa60a.sol,['Slither'],[],[],['Oyente'],[],[],[]
CodeSmell_OriginalFiles/0xb77fd7187f7d4ba1f90a924c9d4264d4c458e5b3.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xb8bf73550f251562d308882e032225a700a7b9bc.sol,['Slither'],"['Osiris', 'Oyente']",[],['Slither'],[],[],[]
CodeSmell_OriginalFiles/0xbF29685856FAE1e228878DFB35B280C0adCC3B05.sol,['Slither'],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xba2184520a1cc49a6159c57e61e1844e085615b6.sol,['Slither'],"['Osiris', 'Oyente']",[],"['Osiris', 'Oyente']",[],[],[]
CodeSmell_OriginalFiles/0xbaaffc2f4074863bf0ced1dc61e5410fad075cec.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xbad9b65cfb0c2e89bc9543b86849780baa52c605.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xbbc5d510bab53b2199fb17fe1d896eb78911e103.sol,['Slither'],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xbc1aB7F58a95cf307Ba5Ee18CF06b7eD0120da7a.sol,[],"['Osiris', 'Oyente']",[],['Oyente'],[],[],['Slither']
CodeSmell_OriginalFiles/0xbd2ed3e85faa3433c068c7b3f9c8c7d839ce88d7.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xbd6bfb97124bce7cab703e6aa6968706c5f0feea.sol,"['Osiris', 'Slither']",[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xc00061de5d47f802daaf0de1498c9680732861c3.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xc03281af336e2c25b41ff893a0e6ce1a932b23af.sol,[],"['Osiris', 'Oyente']",[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xc0829421c1d260bd3cb3e0f06cfe2d52db2ce315.sol,[],['Oyente'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xc23f76aea00b775aadc8504ccb22468f4fd2261a.sol,[],"['Osiris', 'Oyente']",[],"['Osiris', 'Oyente']",[],[],['Slither']
CodeSmell_OriginalFiles/0xc2de2ce66f1f16c09e6a2c9595ac878db4113a88.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xc3142db870ce470122f7d2d4d8d76ae5dda51dda.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xc3ef562cc403c8f9edf7c3826655fbf50f4ddde8.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xc4d3abd6007e7475655a463f8aa01d4cca033991.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xc5cdcd5470aef35fc33bddff3f8ecec027f95b1d.sol,[],"['Osiris', 'Oyente']",[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xc67c1f88f31e724b137a057292e55cb42a5f3241.sol,['Slither'],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xc68d1fc21e05d135eaf640aae84a2a9dada69672.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xc6e095f5fB53339D8F4C7f576ccD37bE05E5B67E.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xc70afb5612b16d36d2204052f81932064fd084c5.sol,['Slither'],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xc7d784274aaa0010f0c3dedd10eb66d49b7e4098.sol,"['Osiris', 'Slither']",[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xc83355ef25a104938275b46cffd94bf9917d0691.sol,[],['Osiris'],[],['Osiris'],[],[],[]
CodeSmell_OriginalFiles/0xc8d464c9906eb7a81a62f5ff658d7e4e68a8486b.sol,[],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xca6bea8e144b0a6aebbb412e6ad0e7ff1959235e.sol,[],"['Osiris', 'Oyente']",[],[],[],[],[]
CodeSmell_OriginalFiles/0xcaef67f72114b4d2b4f43e7407455285b7de8de5.sol,['Slither'],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xcc5f26bf69b259b495a15427384e7f9668917d56.sol,['Slither'],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xcc89405e3cfd38412093840a3ac2f851dd395dfb.sol,['Slither'],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xcce9fd6aea9fc618b98198b13599d2a0419534bb.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xccf09a5a9449b8d39e27f7fcffbb1a30ec29c8db.sol,['Slither'],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xcd806502ad2f9aeb32e23f8d647341d4b568201d.sol,['Slither'],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xcdb7ecfd3403eef3882c65b761ef9b5054890a47.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xce2095197142a6972256d70fe4ba024f2c7a7d96.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xce6c1005bf05b370af93c1f70d7798aa08c0b6d6.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xcfaafdd4ec90985108c3f4847b14e7c733eaf575.sol,['Slither'],"['Osiris', 'Oyente']",[],['Osiris'],[],[],[]
CodeSmell_OriginalFiles/0xd20e5bab91720217637847365bf5932fe85f6fd3.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xd32c26B14030c724c0118576308Ea2fB3300D10f.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xd3d20f3f0ededb2a1503dc8858c7c6f37c2b22cf.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xd566fa4a696eac66f749f7fe999d6673fee2026c.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xd58297b5e0ad69f6ba949fdde9da0f2b978f00a0.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xd5abcc4c80fd01d8822f35f379fbcebf7a8b8679.sol,[],"['Osiris', 'Oyente']",[],"['Osiris', 'Oyente']",[],[],[]
CodeSmell_OriginalFiles/0xd6A755BCe1844Ad6b7681118b18f54D63E5C13F9.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xd76b5c2a23ef78368d8e34288b5b65d616b746ae.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xd7784ddb103479ee3094c7816dd7918e1ae3997f.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xd77fc35cc9007557dcd18bfe26fe66f1ea3a0e7f.sol,['Slither'],"['Osiris', 'Oyente']",[],['Oyente'],[],[],[]
CodeSmell_OriginalFiles/0xd780ae2bf04cd96e577d3d014762f831d97129d0.sol,['Slither'],['Osiris'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xd7bc93f391e94557fa621711699d1a5fd38d5ad5.sol,['Slither'],['Oyente'],[],[],[],[],[]
CodeSmell_OriginalFiles/0xd7e4ad7c318ffbafbf602e32e089e7e2326a2581.sol,['Slither'],['Oyente'],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xd8e396e67650e72eefa281efc86738eb3e2c7400.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xd9489f5a7c4420e814f6216505b6754ebd4213f7.sol,['Slither'],[],[],['Slither'],[],[],['Slither']
CodeSmell_OriginalFiles/0xd96e8733dfd61fd37936450ea17176288c09a2a9.sol,[],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xd9e21e7fbbc85d05165b9691abc279249de1a658.sol,[],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xdD1AcE2f45962e4C1297c784009478865e3B13bE.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xdaab8a09aed3b98df4fffef85e78cd6f513de7d0.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xdb2Ae021F1EEa3c9ad25cd49aDDe23bB788D3D9D.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xdc448e8a2a92a5ce799b197e982d773c605318a4.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xdd5a3aeef473401c23f24c4c6b9cd1b0808fbb36.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xdd98b423dc61a756e1070de151b1485425505954.sol,"['Osiris', 'Slither']",[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xddf0d0b9914d530e0b743808249d9af901f1bd01.sol,"['Osiris', 'Slither']",['Osiris'],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xdf6164efd12678bf6a7d5a1ddf73c831493f6574.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xe0efd668c950e6d286bc1c5b9304f31632708656.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xe1df194ae7366876e91a0999e29530719452e558.sol,[],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xe1f243a9abfeef646be6bef7b8c2018276574294.sol,['Slither'],"['Osiris', 'Oyente']",[],['Osiris'],[],[],[]
CodeSmell_OriginalFiles/0xe23266201b2ad708cf9916240783ebe0405b3881.sol,[],[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xe2d82dc7da0e6f882e96846451f4fabcc8f90528.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xe2e5d0e1422e927abab19ad2067f802ad07fb364.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xe43f953a39a4681ac36f72977ec6998adc3d9f6a.sol,[],"['Osiris', 'Oyente']",[],[],[],[],[]
CodeSmell_OriginalFiles/0xe4ba27aebaa3d09b2ac68b0c070a4d37ccc65cb7.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xe4fb506f5e6d8c68e71cb9f7cc2fde4c059d3925.sol,[],"['Osiris', 'Oyente']",[],[],[],[],[]
CodeSmell_OriginalFiles/0xe531642e9bb5d027e9c20e03284287b97919a9a5.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xe642b6f79041c60d8447679b3a499f18d8b03b81.sol,"['Osiris', 'Slither']",[],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xe64d5f33e28387855d33980719f27f0d579392af.sol,['Slither'],"['Osiris', 'Oyente']",[],['Osiris'],[],[],[]
CodeSmell_OriginalFiles/0xe6517b766e6ee07f91b517435ed855926bcb1aae.sol,"['Osiris', 'Slither']",['Osiris'],[],[],[],[],['Slither']
CodeSmell_OriginalFiles/0xe752483412490481d193194d293db5cd0ed054a8.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xe758421818E3FC974730292C0704F7b77DaA791c.sol,[],[],[],[],[],[],[]
CodeSmell_OriginalFiles/0xe782146478f5d9f3ecc77a77c429f2941dced0f3.sol,[],[],[],[],[],[],['Slither']
